회사명,거래소코드,회계년도,[제조]EPS(Earning Per Share)
(주)BNK금융지주,138930,2018/12,
(주)BNK금융지주,138930,2019/12,
(주)BNK금융지주,138930,2020/12,
(주)CMG제약,058820,2018/12,56
(주)CMG제약,058820,2019/12,25
(주)CMG제약,058820,2020/12,2
(주)DB하이텍,000990,2018/12,2192
(주)DB하이텍,000990,2019/12,2790
(주)DB하이텍,000990,2020/12,3814
(주)ES큐브,050120,2018/12,-46
(주)ES큐브,050120,2019/12,-158
(주)ES큐브,050120,2020/12,-2765
(주)HJ중공업,097230,2018/12,-9087
(주)HJ중공업,097230,2019/12,-1249
(주)HJ중공업,097230,2020/12,919
(주)JB금융지주,175330,2018/12,
(주)JB금융지주,175330,2019/12,
(주)JB금융지주,175330,2020/12,
(주)KB금융지주,105560,2018/12,
(주)KB금융지주,105560,2019/12,
(주)KB금융지주,105560,2020/12,
(주)MH에탄올,023150,2018/12,955
(주)MH에탄올,023150,2019/12,-752
(주)MH에탄올,023150,2020/12,178
(주)SH에너지화학,002360,2018/12,25
(주)SH에너지화학,002360,2019/12,-28.5
(주)SH에너지화학,002360,2020/12,-65.4
(주)SIMPAC,009160,2018/12,1513
(주)SIMPAC,009160,2019/12,190
(주)SIMPAC,009160,2020/12,452
(주)SNT에너지,100840,2018/12,257
(주)SNT에너지,100840,2019/12,2027
(주)SNT에너지,100840,2020/12,1360
(주)SNT홀딩스,036530,2018/12,386
(주)SNT홀딩스,036530,2019/12,602
(주)SNT홀딩스,036530,2020/12,1543
(주)STX,011810,2018/12,260
(주)STX,011810,2019/12,-1884
(주)STX,011810,2020/12,-841
(주)TCC스틸,002710,2018/12,360
(주)TCC스틸,002710,2019/12,94
(주)TCC스틸,002710,2020/12,-143
(주)가비아,079940,2018/12,212
(주)가비아,079940,2019/12,357
(주)가비아,079940,2020/12,365
(주)가온칩스,399720,2018/12,
(주)가온칩스,399720,2019/12,85376
(주)가온칩스,399720,2020/12,35220
(주)강스템바이오텍,217730,2018/12,-737
(주)강스템바이오텍,217730,2019/12,-1200
(주)강스템바이오텍,217730,2020/12,-874
(주)강원랜드,035250,2018/12,1467
(주)강원랜드,035250,2019/12,1655
(주)강원랜드,035250,2020/12,-1375
(주)강원에너지,114190,2018/12,130
(주)강원에너지,114190,2019/12,-2118
(주)강원에너지,114190,2020/12,-777
(주)갤럭시아에스엠,011420,2018/12,-569
(주)갤럭시아에스엠,011420,2019/12,-50
(주)갤럭시아에스엠,011420,2020/12,36
(주)경농,002100,2018/12,538
(주)경농,002100,2019/12,395
(주)경농,002100,2020/12,585
(주)경동나비엔,009450,2018/12,1808
(주)경동나비엔,009450,2019/12,1622
(주)경동나비엔,009450,2020/12,1479
(주)경동도시가스,267290,2018/12,7210
(주)경동도시가스,267290,2019/12,4135
(주)경동도시가스,267290,2020/12,3194
(주)경동인베스트,012320,2018/12,693
(주)경동인베스트,012320,2019/12,-404
(주)경동인베스트,012320,2020/12,598
(주)경방,000050,2018/12,1070
(주)경방,000050,2019/12,831
(주)경방,000050,2020/12,996
(주)경보제약,214390,2018/12,549
(주)경보제약,214390,2019/12,221
(주)경보제약,214390,2020/12,393
(주)경인양행,012610,2018/12,186
(주)경인양행,012610,2019/12,118
(주)경인양행,012610,2020/12,-250
(주)고려시멘트,198440,2018/12,149
(주)고려시멘트,198440,2019/12,106
(주)고려시멘트,198440,2020/12,139
(주)고바이오랩,348150,2019/12,
(주)고바이오랩,348150,2020/12,-5253
(주)고영테크놀러지,098460,2018/12,3131
(주)고영테크놀러지,098460,2019/12,2574
(주)고영테크놀러지,098460,2020/12,551
(주)골드앤에스,035290,2018/12,-182
(주)골드앤에스,035290,2019/12,-10205
(주)골드앤에스,035290,2020/12,452
(주)골드퍼시픽,038530,2018/12,-475
(주)골드퍼시픽,038530,2019/12,-1099
(주)골드퍼시픽,038530,2020/12,-33
(주)골프존,215000,2018/12,3454
(주)골프존,215000,2019/12,3141
(주)골프존,215000,2020/12,5792
(주)골프존뉴딘홀딩스,121440,2018/12,-179
(주)골프존뉴딘홀딩스,121440,2019/12,-710
(주)골프존뉴딘홀딩스,121440,2020/12,636
(주)공구우먼,366030,2018/12,288639
(주)공구우먼,366030,2019/12,304820
(주)공구우먼,366030,2020/12,434021
(주)광림,014200,2018/12,-1202
(주)광림,014200,2019/12,-1358
(주)광림,014200,2020/12,-190
(주)광명전기,017040,2018/12,73
(주)광명전기,017040,2019/12,149
(주)광명전기,017040,2020/12,113
(주)광무,029480,2018/12,-150
(주)광무,029480,2019/12,-155
(주)광무,029480,2020/12,-299
(주)광주신세계,037710,2018/12,28183
(주)광주신세계,037710,2019/12,29953
(주)광주신세계,037710,2020/12,27120
(주)구영테크,053270,2018/12,195
(주)구영테크,053270,2019/12,63
(주)구영테크,053270,2020/12,37
(주)국동,005320,2018/12,101
(주)국동,005320,2019/12,-325
(주)국동,005320,2020/12,-26
(주)국보,001140,2018/12,-2400
(주)국보,001140,2019/12,-504
(주)국보,001140,2020/12,-263
(주)국보디자인,066620,2018/12,1934
(주)국보디자인,066620,2019/12,1341
(주)국보디자인,066620,2020/12,2375
(주)국순당,043650,2018/12,861
(주)국순당,043650,2019/12,33
(주)국순당,043650,2020/12,974
(주)국영지앤엠,006050,2018/12,-10
(주)국영지앤엠,006050,2019/12,32
(주)국영지앤엠,006050,2020/12,-39
(주)국전약품,307750,2018/12,
(주)국전약품,307750,2019/12,
(주)국전약품,307750,2020/12,0
(주)그래디언트,035080,2018/12,79
(주)그래디언트,035080,2019/12,77
(주)그래디언트,035080,2020/12,13
(주)그리티,204020,2018/12,671
(주)그리티,204020,2019/12,130
(주)그리티,204020,2020/12,79
(주)그린플러스,186230,2018/12,805
(주)그린플러스,186230,2019/12,651
(주)그린플러스,186230,2020/12,-208
(주)글로벌스탠다드테크놀로지,083450,2018/12,869
(주)글로벌스탠다드테크놀로지,083450,2019/12,1914
(주)글로벌스탠다드테크놀로지,083450,2020/12,1285
(주)금비,008870,2018/09,5138
(주)금비,008870,2019/09,3381
(주)금비,008870,2020/09,-2189
(주)금양,001570,2018/12,424
(주)금양,001570,2019/12,-327
(주)금양,001570,2020/12,-98
(주)금호에이치티,214330,2018/12,576
(주)금호에이치티,214330,2019/12,81
(주)금호에이치티,214330,2020/12,-117
(주)금화피에스시,036190,2018/12,6363
(주)금화피에스시,036190,2019/12,4214
(주)금화피에스시,036190,2020/12,3640
(주)기가레인,049080,2018/12,-462
(주)기가레인,049080,2019/12,-859
(주)기가레인,049080,2020/12,-469
(주)기산텔레콤,035460,2018/12,-403
(주)기산텔레콤,035460,2019/12,153
(주)기산텔레콤,035460,2020/12,-105
(주)까뮤이앤씨,013700,2018/12,39
(주)까뮤이앤씨,013700,2019/12,305
(주)까뮤이앤씨,013700,2020/12,208
(주)까스텔바작,308100,2018/12,1887
(주)까스텔바작,308100,2019/12,1117
(주)까스텔바작,308100,2020/12,402
(주)나노,187790,2018/12,-287
(주)나노,187790,2019/12,19
(주)나노,187790,2020/12,-182
(주)나노브릭,286750,2018/12,353
(주)나노브릭,286750,2019/12,-185
(주)나노브릭,286750,2020/12,-20
(주)나노신소재,121600,2018/12,708
(주)나노신소재,121600,2019/12,545
(주)나노신소재,121600,2020/12,167
(주)나노엔텍,039860,2018/12,143
(주)나노엔텍,039860,2019/12,235
(주)나노엔텍,039860,2020/12,98
(주)나래나노텍,137080,2018/12,594
(주)나래나노텍,137080,2019/12,-1298
(주)나래나노텍,137080,2020/12,271
(주)나무가,190510,2018/12,3405
(주)나무가,190510,2019/12,485
(주)나무가,190510,2020/12,-218
(주)나스미디어,089600,2018/12,1766
(주)나스미디어,089600,2019/12,2137
(주)나스미디어,089600,2020/12,2641
(주)나이벡,138610,2018/12,-665
(주)나이벡,138610,2019/12,-310
(주)나이벡,138610,2020/12,-367
(주)나이스디앤비,130580,2018/12,509
(주)나이스디앤비,130580,2019/12,591
(주)나이스디앤비,130580,2020/12,679
(주)나이스홀딩스,034310,2018/12,-439
(주)나이스홀딩스,034310,2019/12,135
(주)나이스홀딩스,034310,2020/12,-371
(주)나인테크,267320,2018/12,
(주)나인테크,267320,2019/12,
(주)나인테크,267320,2020/12,-45
(주)남선알미늄,008350,2018/12,230
(주)남선알미늄,008350,2019/12,75
(주)남선알미늄,008350,2020/12,-22
(주)남성,004270,2018/12,-128
(주)남성,004270,2019/12,-74
(주)남성,004270,2020/12,-527
(주)내츄럴엔도텍,168330,2018/12,-815
(주)내츄럴엔도텍,168330,2019/12,-748
(주)내츄럴엔도텍,168330,2020/12,-106
(주)네오리진,094860,2018/12,-79
(주)네오리진,094860,2019/12,-56
(주)네오리진,094860,2020/12,-36
(주)네오셈,253590,2018/12,
(주)네오셈,253590,2019/12,-50
(주)네오셈,253590,2020/12,143
(주)네오오토,212560,2018/12,736
(주)네오오토,212560,2019/12,317
(주)네오오토,212560,2020/12,450
(주)네오위즈,095660,2018/12,-224
(주)네오위즈,095660,2019/12,304
(주)네오위즈,095660,2020/12,2160
(주)네오위즈홀딩스,042420,2018/12,-582
(주)네오위즈홀딩스,042420,2019/12,703
(주)네오위즈홀딩스,042420,2020/12,-463
(주)네오이뮨텍,950220,2019/12,
(주)네오이뮨텍,950220,2020/12,-1817
(주)네오크레마,311390,2018/12,18796
(주)네오크레마,311390,2019/12,202
(주)네오크레마,311390,2020/12,316
(주)네오티스,085910,2018/12,287
(주)네오티스,085910,2019/12,131
(주)네오티스,085910,2020/12,15
(주)네오팜,092730,2018/12,2234
(주)네오팜,092730,2019/12,2424
(주)네오팜,092730,2020/12,2222
(주)네오펙트,290660,2018/12,-1303
(주)네오펙트,290660,2019/12,-1439
(주)네오펙트,290660,2020/12,-726
(주)네온테크,306620,2018/12,
(주)네온테크,306620,2019/12,
(주)네온테크,306620,2020/12,-156
(주)네이블커뮤니케이션즈,153460,2018/12,-366
(주)네이블커뮤니케이션즈,153460,2019/12,-58
(주)네이블커뮤니케이션즈,153460,2020/12,90
(주)네이처셀,007390,2018/12,42
(주)네이처셀,007390,2019/12,16
(주)네이처셀,007390,2020/12,-308
(주)네패스,033640,2018/12,991
(주)네패스,033640,2019/12,984
(주)네패스,033640,2020/12,804
(주)네패스아크,330860,2019/12,
(주)네패스아크,330860,2020/12,-5207
(주)넥센,005720,2018/12,552
(주)넥센,005720,2019/12,199
(주)넥센,005720,2020/12,346
(주)넥스턴바이오사이언스,089140,2018/12,519
(주)넥스턴바이오사이언스,089140,2019/12,539
(주)넥스턴바이오사이언스,089140,2020/12,-228
(주)넥스트아이,137940,2018/12,-212
(주)넥스트아이,137940,2019/12,-119
(주)넥스트아이,137940,2020/12,713
(주)넥스트엔터테인먼트월드,160550,2018/12,-378
(주)넥스트엔터테인먼트월드,160550,2019/12,-189
(주)넥스트엔터테인먼트월드,160550,2020/12,81
(주)넥스트칩,396270,2020/12,
(주)넥스틴,348210,2018/12,-2272
(주)넥스틴,348210,2019/12,-1157
(주)넥스틴,348210,2020/12,1700
(주)넥슨게임즈,225570,2018/12,-539
(주)넥슨게임즈,225570,2019/12,-710
(주)넥슨게임즈,225570,2020/12,916
(주)넵튠,217270,2018/12,-1598
(주)넵튠,217270,2019/12,-1006
(주)넵튠,217270,2020/12,2459
(주)노랑풍선,104620,2018/12,1247
(주)노랑풍선,104620,2019/12,-353
(주)노랑풍선,104620,2020/12,-1347
(주)노루페인트,090350,2018/12,705
(주)노루페인트,090350,2019/12,762
(주)노루페인트,090350,2020/12,552
(주)노루홀딩스,000320,2018/12,487
(주)노루홀딩스,000320,2019/12,336
(주)노루홀딩스,000320,2020/12,299
(주)노바렉스,194700,2018/12,1330
(주)노바렉스,194700,2019/12,1878
(주)노바렉스,194700,2020/12,3209
(주)노바텍,285490,2018/12,1714
(주)노바텍,285490,2019/12,1142
(주)노바텍,285490,2020/12,1040
(주)노블엠앤비,106520,2018/12,-979
(주)노블엠앤비,106520,2019/12,-180
(주)노블엠앤비,106520,2020/12,-548
(주)노터스,278650,2018/12,510
(주)노터스,278650,2019/12,580
(주)노터스,278650,2020/12,1055
(주)녹십자,006280,2018/12,4200
(주)녹십자,006280,2019/12,1037
(주)녹십자,006280,2020/12,4670
(주)녹십자엠에스,142280,2018/12,-1112
(주)녹십자엠에스,142280,2019/12,-1511
(주)녹십자엠에스,142280,2020/12,283
(주)녹십자웰빙,234690,2018/12,431
(주)녹십자웰빙,234690,2019/12,400
(주)녹십자웰빙,234690,2020/12,86
(주)녹십자홀딩스,005250,2018/12,430
(주)녹십자홀딩스,005250,2019/12,618
(주)녹십자홀딩스,005250,2020/12,1110
(주)녹원씨엔아이,065560,2018/12,277
(주)녹원씨엔아이,065560,2019/12,-569
(주)녹원씨엔아이,065560,2020/12,-895
(주)농심,004370,2018/12,13085
(주)농심,004370,2019/12,9731
(주)농심,004370,2020/12,16046
(주)농심홀딩스,072710,2018/12,2977
(주)농심홀딩스,072710,2019/12,2189
(주)농심홀딩스,072710,2020/12,3162
(주)누리플랜,069140,2018/12,80
(주)누리플랜,069140,2019/12,-665
(주)누리플랜,069140,2020/12,496
(주)누리플렉스,040160,2018/12,891
(주)누리플렉스,040160,2019/12,753
(주)누리플렉스,040160,2020/12,-31
(주)누보,332290,2019/12,
(주)누보,332290,2020/12,
(주)뉴로메카,348340,2018/12,
(주)뉴로메카,348340,2019/12,-60303
(주)뉴로메카,348340,2020/12,-6207
(주)뉴보텍,060260,2018/12,-74
(주)뉴보텍,060260,2019/12,66
(주)뉴보텍,060260,2020/12,-124
(주)뉴인텍,012340,2018/12,-79
(주)뉴인텍,012340,2019/12,-57
(주)뉴인텍,012340,2020/12,13
(주)뉴트리,270870,2018/12,329
(주)뉴트리,270870,2019/12,1160
(주)뉴트리,270870,2020/12,1767
(주)뉴파워프라즈마,144960,2018/12,1668
(주)뉴파워프라즈마,144960,2019/12,151
(주)뉴파워프라즈마,144960,2020/12,433
(주)뉴프렉스,085670,2018/12,324
(주)뉴프렉스,085670,2019/12,-273
(주)뉴프렉스,085670,2020/12,-577
(주)다나와,119860,2018/12,1344
(주)다나와,119860,2019/12,1714
(주)다나와,119860,2020/12,2046
(주)다날,064260,2018/12,216
(주)다날,064260,2019/12,520
(주)다날,064260,2020/12,385
(주)다보링크,340360,2019/12,
(주)다보링크,340360,2020/12,
(주)다산네트웍스,039560,2018/12,-1088
(주)다산네트웍스,039560,2019/12,145
(주)다산네트웍스,039560,2020/12,156
(주)다우기술,023590,2018/12,772
(주)다우기술,023590,2019/12,861
(주)다우기술,023590,2020/12,894
(주)다우데이타,032190,2018/12,275
(주)다우데이타,032190,2019/12,303
(주)다우데이타,032190,2020/12,358
(주)다원시스,068240,2018/12,497
(주)다원시스,068240,2019/12,432
(주)다원시스,068240,2020/12,474
(주)다이나믹디자인,145210,2018/12,-1010
(주)다이나믹디자인,145210,2019/12,-70
(주)다이나믹디자인,145210,2020/12,-338
(주)대교,019680,2018/12,213
(주)대교,019680,2019/12,215
(주)대교,019680,2020/12,-449
(주)대구백화점,006370,2018/12,-2540
(주)대구백화점,006370,2019/12,-2415
(주)대구백화점,006370,2020/12,-1905
(주)대덕,008060,2018/12,5978
(주)대덕,008060,2019/12,1023
(주)대덕,008060,2020/12,1882
(주)대동,000490,2018/12,-177
(주)대동,000490,2019/12,-399
(주)대동,000490,2020/12,648
(주)대동스틸,048470,2018/12,5
(주)대동스틸,048470,2019/12,32
(주)대동스틸,048470,2020/12,20
(주)대륙제관,004780,2018/12,228
(주)대륙제관,004780,2019/12,337
(주)대륙제관,004780,2020/12,757
(주)대림제지,017650,2018/12,196
(주)대림제지,017650,2019/12,56
(주)대림제지,017650,2020/12,1468
(주)대명소노시즌,007720,2018/12,-43
(주)대명소노시즌,007720,2019/12,809
(주)대명소노시즌,007720,2020/12,-47
(주)대성미생물연구소,036480,2018/12,834
(주)대성미생물연구소,036480,2019/12,650
(주)대성미생물연구소,036480,2020/12,400
(주)대성엘텍,025440,2018/12,-33
(주)대성엘텍,025440,2019/12,-119
(주)대성엘텍,025440,2020/12,-5
(주)대성파인텍,104040,2018/12,92
(주)대성파인텍,104040,2019/12,7
(주)대성파인텍,104040,2020/12,52
(주)대성하이텍,129920,2018/12,20730
(주)대성하이텍,129920,2019/12,24172
(주)대성하이텍,129920,2020/12,-130375
(주)대양금속,009190,2018/12,401
(주)대양금속,009190,2019/12,230
(주)대양금속,009190,2020/12,-45
(주)대우건설,047040,2018/12,603
(주)대우건설,047040,2019/12,19
(주)대우건설,047040,2020/12,431
(주)대웅,003090,2018/12,285
(주)대웅,003090,2019/12,146
(주)대웅,003090,2020/12,1094
(주)대웅제약,069620,2018/12,144
(주)대웅제약,069620,2019/12,1960
(주)대웅제약,069620,2020/12,294
(주)대원,007680,2018/12,2960
(주)대원,007680,2019/12,777
(주)대원,007680,2020/12,376
(주)대유,290380,2018/12,838
(주)대유,290380,2019/12,543
(주)대유,290380,2020/12,552
(주)대유에이텍,002880,2018/12,-291
(주)대유에이텍,002880,2019/12,111.3
(주)대유에이텍,002880,2020/12,-3.4
(주)대유에이피,290120,2018/12,
(주)대유에이피,290120,2019/12,642
(주)대유에이피,290120,2020/12,234
(주)대유플러스,000300,2018/12,-61
(주)대유플러스,000300,2019/12,45
(주)대유플러스,000300,2020/12,17
(주)대창,012800,2018/12,180
(주)대창,012800,2019/12,47
(주)대창,012800,2020/12,13
(주)대창솔루션,096350,2018/12,-114
(주)대창솔루션,096350,2019/12,-27
(주)대창솔루션,096350,2020/12,-168
(주)대창스틸,140520,2018/12,-64
(주)대창스틸,140520,2019/12,-91
(주)대창스틸,140520,2020/12,-381
(주)대한과학,131220,2018/12,170
(주)대한과학,131220,2019/12,61
(주)대한과학,131220,2020/12,155
(주)대한항공,003490,2018/12,-1255
(주)대한항공,003490,2019/12,-5928
(주)대한항공,003490,2020/12,-1854
(주)대현,016090,2018/12,338
(주)대현,016090,2019/12,376
(주)대현,016090,2020/12,204
(주)대호에이엘,069460,2018/12,28
(주)대호에이엘,069460,2019/12,-130
(주)대호에이엘,069460,2020/12,24
(주)대호특수강,021040,2018/12,29
(주)대호특수강,021040,2019/12,10
(주)대호특수강,021040,2020/12,-366
(주)더 미동,161570,2018/12,-1097
(주)더 미동,161570,2019/12,-117
(주)더 미동,161570,2020/12,-1022
(주)더네이쳐홀딩스,298540,2018/12,20382
(주)더네이쳐홀딩스,298540,2019/12,3200
(주)더네이쳐홀딩스,298540,2020/12,6090
(주)더블유게임즈,192080,2018/12,5279
(주)더블유게임즈,192080,2019/12,6541
(주)더블유게임즈,192080,2020/12,7851
(주)더블유아이,073570,2018/12,-1462
(주)더블유아이,073570,2019/12,0
(주)더블유아이,073570,2020/12,-44
(주)더블유에스아이,299170,2018/12,
(주)더블유에스아이,299170,2019/12,
(주)더블유에스아이,299170,2020/12,-59
(주)더존비즈온,012510,2018/12,1471
(주)더존비즈온,012510,2019/12,1647
(주)더존비즈온,012510,2020/12,1724
(주)더코디,224060,2018/12,-108
(주)더코디,224060,2019/12,3
(주)더코디,224060,2020/12,-38
(주)덕산테코피아,317330,2018/12,1258
(주)덕산테코피아,317330,2019/12,696
(주)덕산테코피아,317330,2020/12,702
(주)덕성,004830,2018/12,-131
(주)덕성,004830,2019/12,-126
(주)덕성,004830,2020/12,195
(주)덕신하우징,090410,2018/12,198
(주)덕신하우징,090410,2019/12,32
(주)덕신하우징,090410,2020/12,-202
(주)데이타솔루션,263800,2018/12,-256
(주)데이타솔루션,263800,2019/12,-43
(주)데이타솔루션,263800,2020/12,32
(주)덱스터스튜디오,206560,2018/12,117
(주)덱스터스튜디오,206560,2019/12,-324
(주)덱스터스튜디오,206560,2020/12,-133
(주)덴티스,261200,2018/12,
(주)덴티스,261200,2019/12,
(주)덴티스,261200,2020/12,-178
(주)덴티움,145720,2018/12,4174
(주)덴티움,145720,2019/12,479
(주)덴티움,145720,2020/12,1675
(주)도화엔지니어링,002150,2018/12,436
(주)도화엔지니어링,002150,2019/12,509
(주)도화엔지니어링,002150,2020/12,660
(주)동구바이오제약,006620,2018/12,489
(주)동구바이오제약,006620,2019/12,1585
(주)동구바이오제약,006620,2020/12,969
(주)동국알앤에스,075970,2018/12,137
(주)동국알앤에스,075970,2019/12,62
(주)동국알앤에스,075970,2020/12,62
(주)동국에스엔씨,100130,2018/12,-105
(주)동국에스엔씨,100130,2019/12,191
(주)동국에스엔씨,100130,2020/12,47
(주)동남합성,023450,2018/12,4492
(주)동남합성,023450,2019/12,4926
(주)동남합성,023450,2020/12,2763
(주)동방,004140,2018/12,107
(주)동방,004140,2019/12,-258
(주)동방,004140,2020/12,8
(주)동방선기,099410,2018/12,-178
(주)동방선기,099410,2019/12,-73
(주)동방선기,099410,2020/12,-69
(주)동방아그로,007590,2018/12,525
(주)동방아그로,007590,2019/12,550
(주)동방아그로,007590,2020/12,567
(주)동서,026960,2018/12,1179
(주)동서,026960,2019/12,1388
(주)동서,026960,2020/12,1184
(주)동성케미컬,102260,2018/12,-16
(주)동성케미컬,102260,2019/12,-65
(주)동성케미컬,102260,2020/12,-11
(주)동성화인텍,033500,2018/12,-139
(주)동성화인텍,033500,2019/12,658
(주)동성화인텍,033500,2020/12,790
(주)동아엘텍,088130,2018/12,1290
(주)동아엘텍,088130,2019/12,988
(주)동아엘텍,088130,2020/12,610
(주)동아지질,028100,2018/12,1895
(주)동아지질,028100,2019/12,1617
(주)동아지질,028100,2020/12,209
(주)동양,001520,2018/12,84
(주)동양,001520,2019/12,-84
(주)동양,001520,2020/12,-91
(주)동양고속,084670,2018/12,537
(주)동양고속,084670,2019/12,10992
(주)동양고속,084670,2020/12,-6234
(주)동양에스텍,060380,2018/12,-25
(주)동양에스텍,060380,2019/12,199
(주)동양에스텍,060380,2020/12,543
(주)동우팜투테이블,088910,2018/12,705
(주)동우팜투테이블,088910,2019/12,101
(주)동우팜투테이블,088910,2020/12,-109
(주)동운아나텍,094170,2018/12,-675
(주)동운아나텍,094170,2019/12,548
(주)동운아나텍,094170,2020/12,56
(주)동원개발,013120,2018/12,1343
(주)동원개발,013120,2019/12,933
(주)동원개발,013120,2020/12,1590
(주)동원에프앤비,049770,2018/12,10626
(주)동원에프앤비,049770,2019/12,11421
(주)동원에프앤비,049770,2020/12,13689
(주)동일기연,032960,2018/12,-108
(주)동일기연,032960,2019/12,617
(주)동일기연,032960,2020/12,341
(주)동진쎄미켐,005290,2018/12,770
(주)동진쎄미켐,005290,2019/12,870
(주)동진쎄미켐,005290,2020/12,1249
(주)두산,000150,2018/12,8060
(주)두산,000150,2019/12,33023
(주)두산,000150,2020/12,10117
(주)두산테스나,131970,2018/12,2433
(주)두산테스나,131970,2019/12,2709
(주)두산테스나,131970,2020/12,2260
(주)두올,016740,2018/12,274
(주)두올,016740,2019/12,348
(주)두올,016740,2020/12,163
(주)듀오백,073190,2018/12,-273
(주)듀오백,073190,2019/12,-272
(주)듀오백,073190,2020/12,71
(주)드래곤플라이,030350,2018/12,-552
(주)드래곤플라이,030350,2019/12,-348
(주)드래곤플라이,030350,2020/12,-517
(주)드림시큐리티,203650,2018/12,78
(주)드림시큐리티,203650,2019/12,47
(주)드림시큐리티,203650,2020/12,46
(주)드림씨아이에스,223250,2018/12,3397
(주)드림씨아이에스,223250,2019/12,1032
(주)드림씨아이에스,223250,2020/12,984
(주)드림어스컴퍼니,060570,2018/12,-434
(주)드림어스컴퍼니,060570,2019/12,-866
(주)드림어스컴퍼니,060570,2020/12,-326
(주)드림텍,192650,2018/12,483
(주)드림텍,192650,2019/12,167
(주)드림텍,192650,2020/12,81
(주)디딤,217620,2018/12,95
(주)디딤,217620,2019/12,62
(주)디딤,217620,2020/12,-840
(주)디모아,016670,2018/12,13
(주)디모아,016670,2019/12,-217
(주)디모아,016670,2020/12,-775
(주)디바이스이엔지,187870,2018/12,2087
(주)디바이스이엔지,187870,2019/12,722
(주)디바이스이엔지,187870,2020/12,4399
(주)디비아이엔씨,012030,2018/12,34
(주)디비아이엔씨,012030,2019/12,75
(주)디비아이엔씨,012030,2020/12,29
(주)디스플레이테크,066670,2018/12,170
(주)디스플레이테크,066670,2019/12,316
(주)디스플레이테크,066670,2020/12,226
(주)디아이,003160,2018/12,69
(주)디아이,003160,2019/12,148
(주)디아이,003160,2020/12,151
(주)디아이씨,092200,2018/12,122
(주)디아이씨,092200,2019/12,-2796
(주)디아이씨,092200,2020/12,-2807
(주)디아크,078590,2018/12,-459
(주)디아크,078590,2019/12,-127
(주)디아크,078590,2020/12,-2448
(주)디알비동일,004840,2018/12,370
(주)디알비동일,004840,2019/12,181
(주)디알비동일,004840,2020/12,84
(주)디알젬,263690,2018/12,497
(주)디알젬,263690,2019/12,509
(주)디알젬,263690,2020/12,1771
(주)디알텍,214680,2018/12,38
(주)디알텍,214680,2019/12,35
(주)디알텍,214680,2020/12,-102
(주)디앤씨미디어,263720,2018/12,464
(주)디앤씨미디어,263720,2019/12,378
(주)디앤씨미디어,263720,2020/12,873
(주)디어유,376300,2020/12,
(주)디에스앤엘,141020,2018/12,-294
(주)디에스앤엘,141020,2019/12,-697
(주)디에스앤엘,141020,2020/12,-236
(주)디에스케이,109740,2018/12,1003
(주)디에스케이,109740,2019/12,500
(주)디에스케이,109740,2020/12,-312
(주)디에이테크놀로지,196490,2018/12,-431
(주)디에이테크놀로지,196490,2019/12,-390
(주)디에이테크놀로지,196490,2020/12,-2031
(주)디에이피,066900,2018/12,403
(주)디에이피,066900,2019/12,54
(주)디에이피,066900,2020/12,282
(주)디엔에이링크,127120,2018/12,-349
(주)디엔에이링크,127120,2019/12,-1206
(주)디엔에이링크,127120,2020/12,-1069
(주)디엔에프,092070,2018/12,1363
(주)디엔에프,092070,2019/12,220
(주)디엔에프,092070,2020/12,1512
(주)디엔오토모티브,007340,2018/12,7762
(주)디엔오토모티브,007340,2019/12,1464
(주)디엔오토모티브,007340,2020/12,2280
(주)디엠에스,068790,2018/12,791
(주)디엠에스,068790,2019/12,558
(주)디엠에스,068790,2020/12,1539
(주)디오,039840,2018/12,178
(주)디오,039840,2019/12,785
(주)디오,039840,2020/12,667
(주)디와이디,219550,2018/12,70
(주)디와이디,219550,2019/12,-59
(주)디와이디,219550,2020/12,-172
(주)디이엔티,079810,2018/12,-1259
(주)디이엔티,079810,2019/12,-750
(주)디이엔티,079810,2020/12,-775
(주)디지비금융지주,139130,2018/12,
(주)디지비금융지주,139130,2019/12,
(주)디지비금융지주,139130,2020/12,
(주)디지아이,043360,2018/12,-67
(주)디지아이,043360,2019/12,-378
(주)디지아이,043360,2020/12,77
(주)디지캡,197140,2018/12,201
(주)디지캡,197140,2019/12,166
(주)디지캡,197140,2020/12,16
(주)디지털대성,068930,2018/12,64
(주)디지털대성,068930,2019/12,569
(주)디지털대성,068930,2020/12,351
(주)디지틀조선일보,033130,2018/12,138
(주)디지틀조선일보,033130,2019/12,82
(주)디지틀조선일보,033130,2020/12,81
(주)디케이앤디,263020,2018/12,419
(주)디케이앤디,263020,2019/12,348
(주)디케이앤디,263020,2020/12,142
(주)디케이티,290550,2018/12,-1146
(주)디케이티,290550,2019/12,387
(주)디케이티,290550,2020/12,472
(주)디티앤씨,187220,2018/12,470
(주)디티앤씨,187220,2019/12,-686
(주)디티앤씨,187220,2020/12,-143
(주)딜리,131180,2018/12,67
(주)딜리,131180,2019/12,77
(주)딜리,131180,2020/12,-11
(주)딥노이드,315640,2018/12,-1412
(주)딥노이드,315640,2019/12,-1342
(주)딥노이드,315640,2020/12,-4432
(주)라닉스,317120,2018/12,
(주)라닉스,317120,2019/12,-16.9
(주)라닉스,317120,2020/12,-240.98
(주)라온테크,232680,2018/12,-59
(주)라온테크,232680,2019/12,-333
(주)라온테크,232680,2020/12,195
(주)라이온켐텍,171120,2018/12,104
(주)라이온켐텍,171120,2019/12,600
